State,LandCategory,Region,Region or State,Year,Acre Value
Southern Plains,Cropland,Southern Plains,Region,2010,1400.0
Oklahoma,Cropland,Southern Plains,State,2010,1130.0
Texas,Cropland,Southern Plains,State,2010,1510.0
Mountain,Cropland,Mountain,Region,2010,1520.0
Arizona,Cropland,Mountain,State,2010,7750.0
Colorado,Cropland,Mountain,State,2010,1290.0
Idaho,Cropland,Mountain,State,2010,2480.0
Montana,Cropland,Mountain,State,2010,779.0
Nevada,Cropland,Mountain,State,2010,
New Mexico,Cropland,Mountain,State,2010,1750.0
Utah,Cropland,Mountain,State,2010,2720.0
Wyoming,Cropland,Mountain,State,2010,1230.0
Pacific,Cropland,Pacific,Region,2010,4980.0
California,Cropland,Pacific,State,2010,8960.0
Oregon,Cropland,Pacific,State,2010,2210.0
Washington,Cropland,Pacific,State,2010,1870.0
United States,Cropland,Continental U.S.,Region,2010,2700.0
Northeast,Cropland,Northeast,Region,2011,5200.0
Delaware,Cropland,Northeast,State,2011,7840.0
Maryland,Cropland,Northeast,State,2011,6680.0
New Jersey,Cropland,Northeast,State,2011,12900.0
New York,Cropland,Northeast,State,2011,2400.0
Pennsylvania,Cropland,Northeast,State,2011,5630.0
Other States,Cropland,Northeast,State,2011,7170.0
Lake,Cropland,Lake States,Region,2011,3310.0
Michigan,Cropland,Lake States,State,2011,3370.0
Minnesota,Cropland,Lake States,State,2011,3070.0
Wisconsin,Cropland,Lake States,State,2011,3780.0
Corn Belt,Cropland,Corn Belt,Region,2011,4810.0
Illinois,Cropland,Corn Belt,State,2011,5480.0
Indiana,Cropland,Corn Belt,State,2011,5070.0
Iowa,Cropland,Corn Belt,State,2011,5600.0
Missouri,Cropland,Corn Belt,State,2011,2790.0
Ohio,Cropland,Corn Belt,State,2011,4160.0
Northern Plains,Cropland,Northern Plains,Region,2011,1730.0
Kansas,Cropland,Northern Plains,State,2011,1340.0
Nebraska,Cropland,Northern Plains,State,2011,3130.0
North Dakota,Cropland,Northern Plains,State,2011,987.0
South Dakota,Cropland,Northern Plains,State,2011,1790.0
Appalachian,Cropland,Appalachian,Region,2011,3440.0
Kentucky,Cropland,Appalachian,State,2011,3080.0
North Carolina,Cropland,Appalachian,State,2011,3610.0
Tennessee,Cropland,Appalachian,State,2011,3270.0
Virginia,Cropland,Appalachian,State,2011,4350.0
West Virginia,Cropland,Appalachian,State,2011,3340.0
Southeast,Cropland,Southeast,Region,2011,3810.0
Alabama,Cropland,Southeast,State,2011,2680.0
Florida,Cropland,Southeast,State,2011,6580.0
Georgia,Cropland,Southeast,State,2011,3360.0
South Carolina,Cropland,Southeast,State,2011,2590.0
Delta,Cropland,Delta States,Region,2011,2020.0
Arkansas,Cropland,Delta States,State,2011,1990.0
Louisiana,Cropland,Delta States,State,2011,1970.0
Mississippi,Cropland,Delta States,State,2011,2100.0
Southern Plains,Cropland,Southern Plains,Region,2011,1450.0
Oklahoma,Cropland,Southern Plains,State,2011,1130.0
Texas,Cropland,Southern Plains,State,2011,1580.0
Mountain,Cropland,Mountain,Region,2011,1540.0
Arizona,Cropland,Mountain,State,2011,7610.0
Colorado,Cropland,Mountain,State,2011,1340.0
Idaho,Cropland,Mountain,State,2011,2470.0
Montana,Cropland,Mountain,State,2011,806.0
Nevada,Cropland,Mountain,State,2011,
New Mexico,Cropland,Mountain,State,2011,1740.0
Utah,Cropland,Mountain,State,2011,2690.0
Wyoming,Cropland,Mountain,State,2011,1320.0
Pacific,Cropland,Pacific,Region,2011,5070.0
California,Cropland,Pacific,State,2011,9130.0
Oregon,Cropland,Pacific,State,2011,2180.0
Washington,Cropland,Pacific,State,2011,1930.0
United States,Cropland,Continental U.S.,Region,2011,2980.0
Northeast,Cropland,Northeast,Region,2012,5280.0
Delaware,Cropland,Northeast,State,2012,7850.0
Maryland,Cropland,Northeast,State,2012,6570.0
New Jersey,Cropland,Northeast,State,2012,12400.0
New York,Cropland,Northeast,State,2012,2600.0
Pennsylvania,Cropland,Northeast,State,2012,5760.0
Other States,Cropland,Northeast,State,2012,7120.0
Lake,Cropland,Lake States,Region,2012,3790.0
Michigan,Cropland,Lake States,State,2012,3660.0
Minnesota,Cropland,Lake States,State,2012,3740.0
Wisconsin,Cropland,Lake States,State,2012,4000.0
Corn Belt,Cropland,Corn Belt,Region,2012,5600.0
Illinois,Cropland,Corn Belt,State,2012,6300.0
Indiana,Cropland,Corn Belt,State,2012,5840.0
Iowa,Cropland,Corn Belt,State,2012,6810.0
Missouri,Cropland,Corn Belt,State,2012,3120.0
Ohio,Cropland,Corn Belt,State,2012,4640.0
Northern Plains,Cropland,Northern Plains,Region,2012,2210.0
Kansas,Cropland,Northern Plains,State,2012,1650.0
Nebraska,Cropland,Northern Plains,State,2012,4190.0
North Dakota,Cropland,Northern Plains,State,2012,1260.0
South Dakota,Cropland,Northern Plains,State,2012,2200.0
Appalachian,Cropland,Appalachian,Region,2012,3550.0
Kentucky,Cropland,Appalachian,State,2012,3210.0
North Carolina,Cropland,Appalachian,State,2012,3850.0
Tennessee,Cropland,Appalachian,State,2012,3260.0
Virginia,Cropland,Appalachian,State,2012,4500.0
West Virginia,Cropland,Appalachian,State,2012,3250.0
Southeast,Cropland,Southeast,Region,2012,3710.0
Alabama,Cropland,Southeast,State,2012,2750.0
Florida,Cropland,Southeast,State,2012,6420.0
Georgia,Cropland,Southeast,State,2012,3130.0
South Carolina,Cropland,Southeast,State,2012,2620.0
Delta,Cropland,Delta States,Region,2012,2160.0
Arkansas,Cropland,Delta States,State,2012,2180.0
Louisiana,Cropland,Delta States,State,2012,2120.0
Mississippi,Cropland,Delta States,State,2012,2180.0
Southern Plains,Cropland,Southern Plains,Region,2012,1500.0
Oklahoma,Cropland,Southern Plains,State,2012,1280.0
Texas,Cropland,Southern Plains,State,2012,1590.0
Mountain,Cropland,Mountain,Region,2012,1600.0
Arizona,Cropland,Mountain,State,2012,7960.0
Colorado,Cropland,Mountain,State,2012,1450.0
Idaho,Cropland,Mountain,State,2012,2580.0
Montana,Cropland,Mountain,State,2012,852.0
Nevada,Cropland,Mountain,State,2012,
New Mexico,Cropland,Mountain,State,2012,1550.0
Utah,Cropland,Mountain,State,2012,2690.0
Wyoming,Cropland,Mountain,State,2012,1360.0
Pacific,Cropland,Pacific,Region,2012,5310.0
California,Cropland,Pacific,State,2012,9400.0
Oregon,Cropland,Pacific,State,2012,2340.0
Washington,Cropland,Pacific,State,2012,2190.0
United States,Cropland,Continental U.S.,Region,2012,3350.0
Northeast,Cropland,Northeast,Region,2013,5260.0
Delaware,Cropland,Northeast,State,2013,7870.0
Maryland,Cropland,Northeast,State,2013,6470.0
New Jersey,Cropland,Northeast,State,2013,12900.0
New York,Cropland,Northeast,State,2013,2550.0
Pennsylvania,Cropland,Northeast,State,2013,5840.0
Other States,Cropland,Northeast,State,2013,7060.0
Lake,Cropland,Lake States,Region,2013,4240.0
Michigan,Cropland,Lake States,State,2013,4120.0
Minnesota,Cropland,Lake States,State,2013,4390.0
Wisconsin,Cropland,Lake States,State,2013,4010.0
Corn Belt,Cropland,Corn Belt,Region,2013,6470.0
Illinois,Cropland,Corn Belt,State,2013,7190.0
Indiana,Cropland,Corn Belt,State,2013,6590.0
Iowa,Cropland,Corn Belt,State,2013,8000.0
Missouri,Cropland,Corn Belt,State,2013,3500.0
Ohio,Cropland,Corn Belt,State,2013,5190.0
Northern Plains,Cropland,Northern Plains,Region,2013,2720.0
Kansas,Cropland,Northern Plains,State,2013,1930.0
Nebraska,Cropland,Northern Plains,State,2013,4860.0
North Dakota,Cropland,Northern Plains,State,2013,1750.0
South Dakota,Cropland,Northern Plains,State,2013,2840.0
Appalachian,Cropland,Appalachian,Region,2013,3690.0
Kentucky,Cropland,Appalachian,State,2013,3430.0
North Carolina,Cropland,Appalachian,State,2013,4050.0
Tennessee,Cropland,Appalachian,State,2013,3340.0
Virginia,Cropland,Appalachian,State,2013,4450.0
West Virginia,Cropland,Appalachian,State,2013,3200.0
Southeast,Cropland,Southeast,Region,2013,3690.0
Alabama,Cropland,Southeast,State,2013,2750.0
Florida,Cropland,Southeast,State,2013,6450.0
Georgia,Cropland,Southeast,State,2013,3080.0
South Carolina,Cropland,Southeast,State,2013,2440.0
Delta,Cropland,Delta States,Region,2013,2380.0
Arkansas,Cropland,Delta States,State,2013,2380.0
Louisiana,Cropland,Delta States,State,2013,2260.0
Mississippi,Cropland,Delta States,State,2013,2470.0
Southern Plains,Cropland,Southern Plains,Region,2013,1480.0
Oklahoma,Cropland,Southern Plains,State,2013,1390.0
Texas,Cropland,Southern Plains,State,2013,1520.0
Mountain,Cropland,Mountain,Region,2013,1780.0
Arizona,Cropland,Mountain,State,2013,8290.0
Colorado,Cropland,Mountain,State,2013,1770.0
Idaho,Cropland,Mountain,State,2013,2850.0
Montana,Cropland,Mountain,State,2013,890.0
Nevada,Cropland,Mountain,State,2013,
New Mexico,Cropland,Mountain,State,2013,1450.0
Utah,Cropland,Mountain,State,2013,3230.0
Wyoming,Cropland,Mountain,State,2013,1360.0
Pacific,Cropland,Pacific,Region,2013,5690.0
California,Cropland,Pacific,State,2013,9860.0
Oregon,Cropland,Pacific,State,2013,2400.0
Washington,Cropland,Pacific,State,2013,2420.0
United States,Cropland,Continental U.S.,Region,2013,3810.0
Northeast,Cropland,Northeast,Region,2014,5260.0
Delaware,Cropland,Northeast,State,2014,7880.0
Maryland,Cropland,Northeast,State,2014,6470.0
New Jersey,Cropland,Northeast,State,2014,13000.0
New York,Cropland,Northeast,State,2014,2530.0
Pennsylvania,Cropland,Northeast,State,2014,5840.0
Other States,Cropland,Northeast,State,2014,7020.0
Lake,Cropland,Lake States,Region,2014,4670.0
Michigan,Cropland,Lake States,State,2014,4500.0
Minnesota,Cropland,Lake States,State,2014,4870.0
Wisconsin,Cropland,Lake States,State,2014,4350.0
Corn Belt,Cropland,Corn Belt,Region,2014,7000.0
Illinois,Cropland,Corn Belt,State,2014,7700.0
Indiana,Cropland,Corn Belt,State,2014,7050.0
Iowa,Cropland,Corn Belt,State,2014,8750.0
Missouri,Cropland,Corn Belt,State,2014,3810.0
Ohio,Cropland,Corn Belt,State,2014,5650.0
Northern Plains,Cropland,Northern Plains,Region,2014,3090.0
Kansas,Cropland,Northern Plains,State,2014,2260.0
Nebraska,Cropland,Northern Plains,State,2014,5180.0
North Dakota,Cropland,Northern Plains,State,2014,2050.0
South Dakota,Cropland,Northern Plains,State,2014,3430.0
Appalachian,Cropland,Appalachian,Region,2014,3780.0
Kentucky,Cropland,Appalachian,State,2014,3550.0
North Carolina,Cropland,Appalachian,State,2014,4200.0
Tennessee,Cropland,Appalachian,State,2014,3400.0
Virginia,Cropland,Appalachian,State,2014,4460.0
West Virginia,Cropland,Appalachian,State,2014,3210.0
Southeast,Cropland,Southeast,Region,2014,3730.0
Alabama,Cropland,Southeast,State,2014,2850.0
Florida,Cropland,Southeast,State,2014,6500.0
Georgia,Cropland,Southeast,State,2014,3080.0
South Carolina,Cropland,Southeast,State,2014,2460.0
Delta,Cropland,Delta States,Region,2014,2510.0
Arkansas,Cropland,Delta States,State,2014,2540.0
Louisiana,Cropland,Delta States,State,2014,2380.0
Mississippi,Cropland,Delta States,State,2014,2570.0
Southern Plains,Cropland,Southern Plains,Region,2014,1630.0
Oklahoma,Cropland,Southern Plains,State,2014,1500.0
Texas,Cropland,Southern Plains,State,2014,1680.0
Mountain,Cropland,Mountain,Region,2014,1690.0
Arizona,Cropland,Mountain,State,2014,8320.0
Colorado,Cropland,Mountain,State,2014,1840.0
Idaho,Cropland,Mountain,State,2014,3040.0
Montana,Cropland,Mountain,State,2014,987.0
Nevada,Cropland,Mountain,State,2014,2670.0
New Mexico,Cropland,Mountain,State,2014,1450.0
Utah,Cropland,Mountain,State,2014,3260.0
Wyoming,Cropland,Mountain,State,2014,1370.0
Pacific,Cropland,Pacific,Region,2014,5860.0
California,Cropland,Pacific,State,2014,10140.0
Oregon,Cropland,Pacific,State,2014,2500.0
Washington,Cropland,Pacific,State,2014,2560.0
United States,Cropland,Continental U.S.,Region,2014,4100.0
Northeast,Cropland,Northeast,Region,2015,5330.0
Delaware,Cropland,Northeast,State,2015,7950.0
Maryland,Cropland,Northeast,State,2015,6470.0
New Jersey,Cropland,Northeast,State,2015,13500.0
New York,Cropland,Northeast,State,2015,2600.0
Pennsylvania,Cropland,Northeast,State,2015,5900.0
Other States,Cropland,Northeast,State,2015,7090.0
Lake,Cropland,Lake States,Region,2015,4730.0
Michigan,Cropland,Lake States,State,2015,4550.0
Minnesota,Cropland,Lake States,State,2015,4800.0
Wisconsin,Cropland,Lake States,State,2015,4700.0
Corn Belt,Cropland,Corn Belt,Region,2015,6840.0
Illinois,Cropland,Corn Belt,State,2015,7650.0
Indiana,Cropland,Corn Belt,State,2015,7000.0
Iowa,Cropland,Corn Belt,State,2015,8200.0
Missouri,Cropland,Corn Belt,State,2015,3810.0
Ohio,Cropland,Corn Belt,State,2015,5850.0
Northern Plains,Cropland,Northern Plains,Region,2015,3130.0
Kansas,Cropland,Northern Plains,State,2015,2210.0
Nebraska,Cropland,Northern Plains,State,2015,5070.0
North Dakota,Cropland,Northern Plains,State,2015,2140.0
South Dakota,Cropland,Northern Plains,State,2015,3730.0
Appalachian,Cropland,Appalachian,Region,2015,3830.0
Kentucky,Cropland,Appalachian,State,2015,3720.0
North Carolina,Cropland,Appalachian,State,2015,4100.0
Tennessee,Cropland,Appalachian,State,2015,3470.0
Virginia,Cropland,Appalachian,State,2015,4440.0
West Virginia,Cropland,Appalachian,State,2015,3250.0
Southeast,Cropland,Southeast,Region,2015,3770.0
Alabama,Cropland,Southeast,State,2015,2850.0
Florida,Cropland,Southeast,State,2015,6560.0
Georgia,Cropland,Southeast,State,2015,3160.0
South Carolina,Cropland,Southeast,State,2015,2460.0
Delta,Cropland,Delta States,Region,2015,2600.0
Arkansas,Cropland,Delta States,State,2015,2630.0
Louisiana,Cropland,Delta States,State,2015,2500.0
Mississippi,Cropland,Delta States,State,2015,2620.0
Southern Plains,Cropland,Southern Plains,Region,2015,1770.0
Oklahoma,Cropland,Southern Plains,State,2015,1590.0
Texas,Cropland,Southern Plains,State,2015,1840.0
Mountain,Cropland,Mountain,Region,2015,1740.0
Arizona,Cropland,Mountain,State,2015,8320.0
Colorado,Cropland,Mountain,State,2015,1910.0
Idaho,Cropland,Mountain,State,2015,3200.0
Montana,Cropland,Mountain,State,2015,997.0
Nevada,Cropland,Mountain,State,2015,2670.0
New Mexico,Cropland,Mountain,State,2015,1440.0
Utah,Cropland,Mountain,State,2015,3300.0
Wyoming,Cropland,Mountain,State,2015,1370.0
Pacific,Cropland,Pacific,Region,2015,6160.0
California,Cropland,Pacific,State,2015,10690.0
Oregon,Cropland,Pacific,State,2015,2600.0
Washington,Cropland,Pacific,State,2015,2630.0
United States,Cropland,Continental U.S.,Region,2015,4130.0
Northeast,Cropland,Northeast,Region,2016,5390.0
Delaware,Cropland,Northeast,State,2016,8200.0
Maryland,Cropland,Northeast,State,2016,6530.0
New Jersey,Cropland,Northeast,State,2016,13000.0
New York,Cropland,Northeast,State,2016,2580.0
Pennsylvania,Cropland,Northeast,State,2016,6100.0
Other States,Cropland,Northeast,State,2016,7090.0
Lake,Cropland,Lake States,Region,2016,4740.0
Michigan,Cropland,Lake States,State,2016,4500.0
Minnesota,Cropland,Lake States,State,2016,4750.0
Wisconsin,Cropland,Lake States,State,2016,4900.0
Corn Belt,Cropland,Corn Belt,Region,2016,6710.0
Illinois,Cropland,Corn Belt,State,2016,7450.0
Indiana,Cropland,Corn Belt,State,2016,7000.0
Iowa,Cropland,Corn Belt,State,2016,8000.0
Missouri,Cropland,Corn Belt,State,2016,3770.0
Ohio,Cropland,Corn Belt,State,2016,5800.0
Northern Plains,Cropland,Northern Plains,Region,2016,2960.0
Kansas,Cropland,Northern Plains,State,2016,2050.0
Nebraska,Cropland,Northern Plains,State,2016,4850.0
North Dakota,Cropland,Northern Plains,State,2016,2000.0
South Dakota,Cropland,Northern Plains,State,2016,3520.0
Appalachian,Cropland,Appalachian,Region,2016,3840.0
Kentucky,Cropland,Appalachian,State,2016,3770.0
North Carolina,Cropland,Appalachian,State,2016,3970.0
Tennessee,Cropland,Appalachian,State,2016,3600.0
Virginia,Cropland,Appalachian,State,2016,4430.0
West Virginia,Cropland,Appalachian,State,2016,3160.0
Southeast,Cropland,Southeast,Region,2016,3920.0
Alabama,Cropland,Southeast,State,2016,2950.0
Florida,Cropland,Southeast,State,2016,6730.0
Georgia,Cropland,Southeast,State,2016,3410.0
South Carolina,Cropland,Southeast,State,2016,2460.0
Delta,Cropland,Delta States,Region,2016,2680.0
Arkansas,Cropland,Delta States,State,2016,2710.0
Louisiana,Cropland,Delta States,State,2016,2620.0
Mississippi,Cropland,Delta States,State,2016,2680.0
Southern Plains,Cropland,Southern Plains,Region,2016,1820.0
Oklahoma,Cropland,Southern Plains,State,2016,1640.0
Texas,Cropland,Southern Plains,State,2016,1890.0
Mountain,Cropland,Mountain,Region,2016,1760.0
Arizona,Cropland,Mountain,State,2016,8300.0
Colorado,Cropland,Mountain,State,2016,1910.0
Idaho,Cropland,Mountain,State,2016,3300.0
Montana,Cropland,Mountain,State,2016,1010.0
Nevada,Cropland,Mountain,State,2016,
New Mexico,Cropland,Mountain,State,2016,1450.0
Utah,Cropland,Mountain,State,2016,3340.0
Wyoming,Cropland,Mountain,State,2016,1370.0
Pacific,Cropland,Pacific,Region,2016,6330.0
California,Cropland,Pacific,State,2016,10910.0
Oregon,Cropland,Pacific,State,2016,2730.0
Washington,Cropland,Pacific,State,2016,2760.0
United States,Cropland,Continental U.S.,Region,2016,4090.0
Northeast,Cropland,Northeast,Region,2017,5350.0
Delaware,Cropland,Northeast,State,2017,8100.0
Maryland,Cropland,Northeast,State,2017,6530.0
New Jersey,Cropland,Northeast,State,2017,13000.0
New York,Cropland,Northeast,State,2017,2580.0
Pennsylvania,Cropland,Northeast,State,2017,6000.0
Other States,Cropland,Northeast,State,2017,7200.0
Lake,Cropland,Lake States,Region,2017,4830.0
Michigan,Cropland,Lake States,State,2017,4450.0
Minnesota,Cropland,Lake States,State,2017,4800.0
Wisconsin,Cropland,Lake States,State,2017,5200.0
Corn Belt,Cropland,Corn Belt,Region,2017,6670.0
Illinois,Cropland,Corn Belt,State,2017,7350.0
Indiana,Cropland,Corn Belt,State,2017,6700.0
Iowa,Cropland,Corn Belt,State,2017,8100.0
Missouri,Cropland,Corn Belt,State,2017,3820.0
Ohio,Cropland,Corn Belt,State,2017,5780.0
Northern Plains,Cropland,Northern Plains,Region,2017,2830.0
Kansas,Cropland,Northern Plains,State,2017,1970.0
Nebraska,Cropland,Northern Plains,State,2017,4550.0
North Dakota,Cropland,Northern Plains,State,2017,2000.0
South Dakota,Cropland,Northern Plains,State,2017,3330.0
Appalachian,Cropland,Appalachian,Region,2017,3890.0
Kentucky,Cropland,Appalachian,State,2017,3850.0
North Carolina,Cropland,Appalachian,State,2017,3970.0
Tennessee,Cropland,Appalachian,State,2017,3640.0
Virginia,Cropland,Appalachian,State,2017,4480.0
West Virginia,Cropland,Appalachian,State,2017,3160.0
Southeast,Cropland,Southeast,Region,2017,3940.0
Alabama,Cropland,Southeast,State,2017,3000.0
Florida,Cropland,Southeast,State,2017,6750.0
Georgia,Cropland,Southeast,State,2017,3420.0
South Carolina,Cropland,Southeast,State,2017,2500.0
Delta,Cropland,Delta States,Region,2017,2760.0
Arkansas,Cropland,Delta States,State,2017,2790.0
Louisiana,Cropland,Delta States,State,2017,2740.0
Mississippi,Cropland,Delta States,State,2017,2720.0
Southern Plains,Cropland,Southern Plains,Region,2017,1930.0
Oklahoma,Cropland,Southern Plains,State,2017,1740.0
Texas,Cropland,Southern Plains,State,2017,2010.0
Mountain,Cropland,Mountain,Region,2017,1780.0
Arizona,Cropland,Mountain,State,2017,8400.0
Colorado,Cropland,Mountain,State,2017,1920.0
Idaho,Cropland,Mountain,State,2017,3400.0
Montana,Cropland,Mountain,State,2017,1020.0
Nevada,Cropland,Mountain,State,2017,
New Mexico,Cropland,Mountain,State,2017,1480.0
Utah,Cropland,Mountain,State,2017,3420.0
Wyoming,Cropland,Mountain,State,2017,1350.0
Pacific,Cropland,Pacific,Region,2017,6570.0
California,Cropland,Pacific,State,2017,11290.0
Oregon,Cropland,Pacific,State,2017,2860.0
Washington,Cropland,Pacific,State,2017,2890.0
United States,Cropland,Continental U.S.,Region,2017,4090.0
Northeast,Pasture,Northeast,Region,2007,3420.0
Maryland,Pasture,Northeast,State,2007,
New Jersey,Pasture,Northeast,State,2007,16800.0
New York,Pasture,Northeast,State,2007,980.0
Pennsylvania,Pasture,Northeast,State,2007,2900.0
Other States,Pasture,Northeast,State,2007,6360.0
Lake,Pasture,Lake States,Region,2007,1720.0
Michigan,Pasture,Lake States,State,2007,2450.0
Minnesota,Pasture,Lake States,State,2007,1330.0
Wisconsin,Pasture,Lake States,State,2007,2000.0
Corn Belt,Pasture,Corn Belt,Region,2007,1910.0
Illinois,Pasture,Corn Belt,State,2007,2350.0
Indiana,Pasture,Corn Belt,State,2007,2230.0
Iowa,Pasture,Corn Belt,State,2007,1780.0
Missouri,Pasture,Corn Belt,State,2007,1730.0
Ohio,Pasture,Corn Belt,State,2007,2720.0
Northern Plains,Pasture,Northern Plains,Region,2007,440.0
Kansas,Pasture,Northern Plains,State,2007,660.0
Nebraska,Pasture,Northern Plains,State,2007,400.0
North Dakota,Pasture,Northern Plains,State,2007,300.0
South Dakota,Pasture,Northern Plains,State,2007,400.0
Appalachian,Pasture,Appalachian,Region,2007,3500.0
Kentucky,Pasture,Appalachian,State,2007,2500.0
North Carolina,Pasture,Appalachian,State,2007,4800.0
Tennessee,Pasture,Appalachian,State,2007,3680.0
Virginia,Pasture,Appalachian,State,2007,4800.0
West Virginia,Pasture,Appalachian,State,2007,1900.0
Southeast,Pasture,Southeast,Region,2007,4770.0
Alabama,Pasture,Southeast,State,2007,1750.0
Florida,Pasture,Southeast,State,2007,5360.0
Georgia,Pasture,Southeast,State,2007,7850.0
South Carolina,Pasture,Southeast,State,2007,2920.0
Delta,Pasture,Delta States,Region,2007,2060.0
Arkansas,Pasture,Delta States,State,2007,2080.0
Louisiana,Pasture,Delta States,State,2007,1980.0
Mississippi,Pasture,Delta States,State,2007,2110.0
Southern Plains,Pasture,Southern Plains,Region,2007,1170.0
Oklahoma,Pasture,Southern Plains,State,2007,900.0
Texas,Pasture,Southern Plains,State,2007,1220.0
Mountain,Pasture,Mountain,Region,2007,590.0
Arizona,Pasture,Mountain,State,2007,900.0
Colorado,Pasture,Mountain,State,2007,730.0
Idaho,Pasture,Mountain,State,2007,1620.0
Montana,Pasture,Mountain,State,2007,740.0
Nevada,Pasture,Mountain,State,2007,640.0
New Mexico,Pasture,Mountain,State,2007,280.0
Utah,Pasture,Mountain,State,2007,900.0
Wyoming,Pasture,Mountain,State,2007,410.0
Pacific,Pasture,Pacific,Region,2007,1720.0
California,Pasture,Pacific,State,2007,2800.0
Oregon,Pasture,Pacific,State,2007,660.0
Washington,Pasture,Pacific,State,2007,680.0
United States,Pasture,Continental U.S.,Region,2007,1030.0
Northeast,Pasture,Northeast,Region,2008,3480.0
Maryland,Pasture,Northeast,State,2008,
New Jersey,Pasture,Northeast,State,2008,16500.0
New York,Pasture,Northeast,State,2008,1100.0
Pennsylvania,Pasture,Northeast,State,2008,3100.0
Other States,Pasture,Northeast,State,2008,6370.0
Lake,Pasture,Lake States,Region,2008,1840.0
Michigan,Pasture,Lake States,State,2008,2630.0
Minnesota,Pasture,Lake States,State,2008,1480.0
Wisconsin,Pasture,Lake States,State,2008,2130.0
Corn Belt,Pasture,Corn Belt,Region,2008,2090.0
Illinois,Pasture,Corn Belt,State,2008,2550.0
Indiana,Pasture,Corn Belt,State,2008,2510.0
Iowa,Pasture,Corn Belt,State,2008,2070.0
Missouri,Pasture,Corn Belt,State,2008,1800.0
Ohio,Pasture,Corn Belt,State,2008,3200.0
Northern Plains,Pasture,Northern Plains,Region,2008,516.0
Kansas,Pasture,Northern Plains,State,2008,750.0
Nebraska,Pasture,Northern Plains,State,2008,480.0
North Dakota,Pasture,Northern Plains,State,2008,350.0
South Dakota,Pasture,Northern Plains,State,2008,470.0
Appalachian,Pasture,Appalachian,Region,2008,3620.0
Kentucky,Pasture,Appalachian,State,2008,2570.0
North Carolina,Pasture,Appalachian,State,2008,4870.0
Tennessee,Pasture,Appalachian,State,2008,3880.0
Virginia,Pasture,Appalachian,State,2008,4830.0
West Virginia,Pasture,Appalachian,State,2008,1950.0
Southeast,Pasture,Southeast,Region,2008,5040.0
Alabama,Pasture,Southeast,State,2008,1800.0
Florida,Pasture,Southeast,State,2008,5930.0
Georgia,Pasture,Southeast,State,2008,7450.0
South Carolina,Pasture,Southeast,State,2008,3000.0
Delta,Pasture,Delta States,Region,2008,2160.0
Arkansas,Pasture,Delta States,State,2008,2200.0
Louisiana,Pasture,Delta States,State,2008,2060.0
